year;site;pollutant;type;reference_year;parameter;value
2012;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;Immission;46.19016393442623
2013;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;Immission;49.049863013698634
2014;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;Immission;44.97068493150685
2015;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;Immission;48.35702479338843
2016;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;Immission;44.08164383561644
2017;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;Immission;38.648189415041784
2018;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;Immission;35.408767123287674
2019;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;Immission;33.36961325966851
2020;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;Immission;29.51120218579235
2021;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;Immission;27.969421487603306
2022;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;Immission;27.350415512465375
2023;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;Immission;22.30767123287671
2024;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;Immission;22.17225274725275
2000;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;62.71455595257827
2001;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;60.42129426196307
2002;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;58.732139386950315
2003;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;58.42185037021733
2004;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;55.97111087681604
2005;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;54.19707688650431
2006;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;53.58736469690513
2007;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;52.219378466023876
2008;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;50.96812770679858
2009;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;49.81915032384576
2010;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;49.11038000520355
2011;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;48.18011586336885
2012;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;47.526741885549484
2013;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;46.743177292085235
2014;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;46.105469155961444
2015;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;44.974212201816144
2016;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;44.25403419639777
2017;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;39.96676230991437
2018;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;37.3543695065449
2019;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;35.42330685236342
2020;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;31.923397569621535
2021;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;30.25380815248444
2022;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;29.437113787473066
2023;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;28.627713855098936
2024;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;Immission;28.15661773224461
2000;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;NA
2001;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;NA
2002;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;NA
2003;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;NA
2004;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;NA
2005;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;NA
2006;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;NA
2007;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;NA
2008;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;NA
2009;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;NA
2010;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;NA
2011;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;1.0610027855153203
2012;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;0.8805479452054794
2013;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;0.8402203856749312
2014;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;0.756
2015;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;0.7614958448753463
2016;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;0.6756830601092896
2017;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;0.5862637362637363
2018;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;0.5695530726256983
2019;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;0.5027777777777778
2020;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;0.4745098039215686
2021;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;NA
2022;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;NA
2023;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;0.3494475138121547
2024;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;Immission;0.3320441988950276
2000;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;NA
2001;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;NA
2002;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;NA
2003;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;NA
2004;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;NA
2005;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;NA
2006;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;NA
2007;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;NA
2008;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;NA
2009;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;NA
2010;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;NA
2011;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;0.9615019837511607
2012;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;0.8610144844748858
2013;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;0.8288827857361494
2014;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;0.7735622180952382
2015;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;0.7310275345234432
2016;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;0.6884349115563652
2017;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;0.5865568812576313
2018;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;0.5513622594144424
2019;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;0.5254066287551441
2020;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;0.49308617444755687
2021;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;NA
2022;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;NA
2023;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;0.44453127757315336
2024;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;Immission;0.4354883646408841
2001;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;NA
2002;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;NA
2003;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;NA
2004;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;NA
2006;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;NA
2007;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;NA
2008;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;NA
2009;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;NA
2010;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;NA
2011;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;NA
2012;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;NA
2013;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;NA
2014;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;1.2965700198083334
2015;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;0.9697577267403314
2016;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;0.9655157285619834
2017;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;1.151403971769863
2018;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;0.6678193020958905
2019;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;0.6670813691620879
2020;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;0.5229016838406594
2021;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;0.5762923155911602
2022;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;0.5361239478273973
2023;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;0.4881539830552486
2024;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;Immission;0.45173507135519125
2001;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;NA
2002;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;NA
2003;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;NA
2004;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;NA
2006;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;NA
2007;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;NA
2008;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;NA
2009;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;NA
2010;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;NA
2011;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;NA
2012;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;NA
2013;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;NA
2014;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;1.164610531156384
2015;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;1.0110120756440384
2016;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;1.0006332173578718
2017;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;1.0344949300005424
2018;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;0.6921368992163218
2019;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;0.6408355826593579
2020;Opf_Balsberg;Russ im Feinstaub;Trend;2020;Immission;0.571737548034835
