year;site;pollutant;type;reference_year;parameter;value
2009;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.0589630192705526
2010;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.0499856274478887
2011;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.0370209372353247
2012;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.0338123751726478
2013;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.0244239062035514
2014;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.0151882354052664
2015;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1
2016;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.9840358989497082
2017;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.9006024451388961
2018;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.8353839120863535
2019;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.7611007660610746
2020;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.6956859282748465
2021;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.6586929587439725
2022;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.6408126595700769
2023;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.6244567663588562
2024;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.6172008641283533
2000;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.2931668547567141
2001;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.214514401604229
2002;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.1428140096618356
2003;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.3917202169355574
2004;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.1045262283639792
2005;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.1482458580092223
2006;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.2434792909825778
2007;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.0624886063257677
2008;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.072536156966748
2009;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.036111875891984
2010;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.991773767204448
2011;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.0662019920512733
2012;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.955190360279186
2013;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1.0143275609545963
2014;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.9299721213960092
2015;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;1
2016;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.9115871794007364
2017;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.799225956935339
2018;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.7322362629747416
2019;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.6900675424562295
2020;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.6102774583813362
2021;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.5783941755537325
2022;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.5655934298961427
2023;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.4613119051097351
2024;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;gemessen;2015;relative Immission;0.45851151599972356
2000;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.3944559088918458
2001;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.3434653172095619
2002;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.3059070189689415
2003;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.2990077537780227
2004;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.2445156487822997
2005;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.2050700664483398
2006;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.1915131377163104
2007;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.1610960127927523
2008;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.1332744969069273
2009;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.1077270258851575
2010;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.0919675431962403
2011;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.0712831532694027
2012;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.056755406237672
2013;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.039332875522779
2014;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1.0251534579209287
2015;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;1
2016;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.9839868678035611
2017;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.8886595307232628
2018;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.8305730701612258
2019;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.7876359611015701
2020;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.7098156033588602
2021;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.6726923423744314
2022;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.6545331723739307
2023;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.6365361938222655
2024;Zürich-Kaserne;Stickoxide | Stickstoffdioxid;Trend;2015;relative Immission;0.6260613883773064
2000;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2001;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2002;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2003;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2004;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2005;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2006;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2007;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2008;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2009;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2010;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2011;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;2.235997605838072
2012;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;1.8557002151024566
2013;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;1.770712383033946
2014;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;1.5932231404958679
2015;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;1.6048052929191183
2016;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;1.4239601679989162
2017;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;1.2355144855144857
2018;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;1.2002977976822569
2019;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;1.059573002754821
2020;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;1
2021;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2022;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2023;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;0.7364389753892517
2024;Dübendorf-EMPA;Russ im Feinstaub;gemessen;2020;relative Immission;0.6997625679192732
2000;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;NA
2001;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;NA
2002;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;NA
2003;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;NA
2004;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;NA
2005;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;NA
2006;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;NA
2007;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;NA
2008;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;NA
2009;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;NA
2010;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;NA
2011;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;1.949967436885463
2012;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;1.746174460153031
2013;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;1.681009991133521
2014;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;1.5688174971888447
2015;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;1.4825553268502623
2016;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;1.3961756529224791
2017;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;1.1895626193835125
2018;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;1.1181864103818704
2019;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;1.0655472734432239
2020;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;1
2021;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;NA
2022;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;NA
2023;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;0.901528577780946
2024;Dübendorf-EMPA;Russ im Feinstaub;Trend;2020;relative Immission;0.883189160857726
2001;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2002;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2003;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2004;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2006;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2007;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2008;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2009;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2010;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2011;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2012;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2013;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2014;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;2.479567497823222
2015;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;1.8545699061773144
2016;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;1.8464574859854517
2017;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;2.201951164725496
2018;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;1.2771412346405657
2019;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;1.2757300077185514
2020;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;1
2021;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;1.1021045320763783
2022;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;1.0252863289512126
2023;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;0.9335483096359674
2024;Opf_Balsberg;Russ im Feinstaub;gemessen;2020;relative Immission;0.8639005865065176
2001;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;NA
2002;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;NA
2003;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;NA
2004;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;NA
2006;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;NA
2007;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;NA
2008;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;NA
2009;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;NA
2010;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;NA
2011;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;NA
2012;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;NA
2013;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;NA
2014;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;2.036967022997458
2015;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;1.7683149884401839
2016;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;1.7501618020317689
2017;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;1.8093877751361405
2018;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;1.2105849993503506
2019;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;1.1208562125437191
2020;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;1
2021;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;0.9770031260297614
2022;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;0.9601669801063546
2023;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;0.9348318937929139
2024;Opf_Balsberg;Russ im Feinstaub;Trend;2020;relative Immission;0.9061448607418587
1995;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
1996;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
1997;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
1998;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
1999;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2000;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2001;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2002;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2003;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2004;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2005;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2006;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2007;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2008;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2009;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2010;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2011;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2012;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2013;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2014;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2015;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2016;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2017;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;1.933409005490514
2018;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;1.2244994136738259
2019;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;1.1589372781850145
2020;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;1
2021;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;0.9665217658081172
2022;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;0.9420207769895549
2023;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2024;Zch_Heubeeribüel;Russ im Feinstaub;gemessen;2020;relative Immission;NA
1995;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
1996;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
1997;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
1998;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
1999;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2000;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2001;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2002;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2003;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2004;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2005;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2006;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2007;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2008;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2009;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2010;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2011;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2012;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2013;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2014;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2015;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2016;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2017;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;1.8892348653580309
2018;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;1.2022242774224576
2019;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;1.1145984205426125
2020;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;1
2021;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;0.9720413496573361
2022;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;0.9405284956871413
2023;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2024;Zch_Heubeeribüel;Russ im Feinstaub;Trend;2020;relative Immission;NA
2000;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2001;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2002;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2003;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2004;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2005;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2006;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2007;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2008;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2009;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;NA
2010;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;2.4588598455439157
2011;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;2.6106148108882254
2012;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;2.067391554353592
2013;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;2.0397319345993243
2014;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;1.854039375424304
2015;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;1.770078728344079
2016;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;1.4486505491874868
2017;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;1.2025332493707535
2018;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;1.2145858326590966
2019;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;1.0410220056786428
2020;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;1
2021;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;0.9015238277922268
2022;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;1.033135037070278
2023;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;0.9174646397587515
2024;Zürich-Kaserne;Russ im Feinstaub;gemessen;2020;relative Immission;0.9300746775288526
2000;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;NA
2001;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;NA
2002;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;NA
2003;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;NA
2004;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;NA
2005;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;NA
2006;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;NA
2007;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;NA
2008;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;NA
2009;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;NA
2010;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;2.2524717980306885
2011;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;2.144397638480208
2012;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;1.947785434915316
2013;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;1.8780588909506863
2014;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;1.6883284644171839
2015;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;1.5586321022797431
2016;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;1.3905675662602415
2017;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;1.1936323400869258
2018;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;1.1127853599360435
2019;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;1.0378819392974423
2020;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;1
2021;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;0.9832243414463759
2022;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;0.9775647515553588
2023;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;0.972106935223027
2024;Zürich-Kaserne;Russ im Feinstaub;Trend;2020;relative Immission;0.9714226000825087
1990;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;5.009406791328516
1991;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;4.661733190483937
1992;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;4.132696182300374
1993;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;3.7033353672309057
1994;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;3.303373870069057
1995;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;3.1210273196221205
1996;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;2.954700585053254
1997;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;2.762215622332003
1998;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;2.648059452575782
1999;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;2.5385985801665423
2000;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;2.4060871776945625
2001;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;2.280894758797875
2002;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;2.130645805166269
2003;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;2.0280895222640574
2004;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;1.9107573977286227
2005;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;1.8136158687911148
2006;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;1.6814370818305902
2007;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;1.5911819529158062
2008;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;1.536766553650494
2009;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;1.4600152803114574
2010;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;1.3812243770006736
2011;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;1.2552281445676587
2012;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;1.20280193756866
2013;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;1.1496738074540265
2014;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;1.0380541601080902
2015;Kanton Zürich;Kohlenstoffmonoxid;emission;2015;relative Emission;1
