year;site;site_long;siteclass;x;y;masl;pollutant;metric;parameter;concentration;unit;source
2017;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;134.1742763;µg/m3;Ostluft
2018;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;156.5192327;µg/m3;Ostluft
2019;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;145.5679601;µg/m3;Ostluft
2020;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;132.3869958;µg/m3;Ostluft
2021;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;128.3704625;µg/m3;Ostluft
2022;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;136.3498636;µg/m3;Ostluft
2023;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;139.3100444;µg/m3;Ostluft
2024;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;127.0249947;µg/m3;Ostluft
1998;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;30.77835866;µg/m3;Ostluft
1999;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;NA;µg/m3;Ostluft
2000;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;24.56112339;µg/m3;Ostluft
2001;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;25.52014729;µg/m3;Ostluft
2002;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;27.84660742;µg/m3;Ostluft
2003;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;31.93777822;µg/m3;Ostluft
2004;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;25.52305538;µg/m3;Ostluft
2005;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;26.26171788;µg/m3;Ostluft
2006;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;29.58874344;µg/m3;Ostluft
2007;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;24.34036454;µg/m3;Ostluft
2008;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;22.53532637;µg/m3;Ostluft
2009;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;23.94697087;µg/m3;Ostluft
2010;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;22.43272887;µg/m3;Ostluft
2011;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;22.08200604;µg/m3;Ostluft
2012;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;19.69203447;µg/m3;Ostluft
2013;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;22.33194381;µg/m3;Ostluft
2014;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;16.97531208;µg/m3;Ostluft
2015;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;17.78678386;µg/m3;Ostluft
2016;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;16.20116381;µg/m3;Ostluft
2017;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;15.87553052;µg/m3;Ostluft
2018;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;17.93817019;µg/m3;Ostluft
2019;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;15.09649347;µg/m3;Ostluft
2020;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;13.95187017;µg/m3;Ostluft
2021;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;14.39263922;µg/m3;Ostluft
2022;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;NA;µg/m3;Ostluft
2023;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;13.04924866;µg/m3;Ostluft
2024;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM10;Jahresmittel;PM10;11.69845834;µg/m3;Ostluft
2017;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM2.5;Jahresmittel;PM2.5;10.44235078;µg/m3;Ostluft
2018;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM2.5;Jahresmittel;PM2.5;11.9363234;µg/m3;Ostluft
2019;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM2.5;Jahresmittel;PM2.5;10.19780697;µg/m3;Ostluft
2020;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM2.5;Jahresmittel;PM2.5;9.646959122;µg/m3;Ostluft
2021;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM2.5;Jahresmittel;PM2.5;9.828533008;µg/m3;Ostluft
2022;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM2.5;Jahresmittel;PM2.5;NA;µg/m3;Ostluft
2023;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM2.5;Jahresmittel;PM2.5;8.709565933;µg/m3;Ostluft
2024;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;PM2.5;Jahresmittel;PM2.5;7.506782768;µg/m3;Ostluft
1991;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;183;1;Ostluft
1992;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;230;1;Ostluft
1993;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;211;1;Ostluft
1994;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;339;1;Ostluft
1995;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;236;1;Ostluft
1996;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;197;1;Ostluft
1997;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;197;1;Ostluft
1998;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;223;1;Ostluft
1999;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;125;1;Ostluft
2000;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;179;1;Ostluft
2001;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;199;1;Ostluft
2002;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;192;1;Ostluft
2003;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;475;1;Ostluft
2004;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;171;1;Ostluft
2005;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;182;1;Ostluft
2006;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;290;1;Ostluft
2007;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;182;1;Ostluft
2008;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;114;1;Ostluft
2009;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;51;1;Ostluft
2010;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;185;1;Ostluft
2011;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;114;1;Ostluft
2012;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;91;1;Ostluft
2013;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;183;1;Ostluft
2014;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;63;1;Ostluft
2015;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;236;1;Ostluft
2016;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;87;1;Ostluft
2017;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;81;1;Ostluft
2018;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;312;1;Ostluft
2019;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;170;1;Ostluft
2020;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;124;1;Ostluft
2021;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;64;1;Ostluft
2022;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;138;1;Ostluft
2023;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;219;1;Ostluft
2024;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;städtisch - Hintergrund;2683146;1249020;445;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;58;1;Ostluft
1985;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;NA;µg/m3;NABEL (BAFU & Empa)
1986;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;NA;µg/m3;NABEL (BAFU & Empa)
1987;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;NA;µg/m3;NABEL (BAFU & Empa)
1988;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;71.48188046448088;µg/m3;NABEL (BAFU & Empa)
1989;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;NA;µg/m3;NABEL (BAFU & Empa)
1990;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;79.64728792134831;µg/m3;NABEL (BAFU & Empa)
1991;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;NA;µg/m3;NABEL (BAFU & Empa)
1992;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;84.2750956284153;µg/m3;NABEL (BAFU & Empa)
1993;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;79.43086401098901;µg/m3;NABEL (BAFU & Empa)
1994;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;55.11848702185792;µg/m3;NABEL (BAFU & Empa)
1995;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;84.54799184782608;µg/m3;NABEL (BAFU & Empa)
1996;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;NA;µg/m3;NABEL (BAFU & Empa)
1997;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;86.82892403314918;µg/m3;NABEL (BAFU & Empa)
1998;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;93.46543614130435;µg/m3;NABEL (BAFU & Empa)
1999;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;83.82946703296703;µg/m3;NABEL (BAFU & Empa)
2000;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;87.44137839673913;µg/m3;NABEL (BAFU & Empa)
2001;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;81.618390625;µg/m3;NABEL (BAFU & Empa)
2002;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;84.25329076086956;µg/m3;NABEL (BAFU & Empa)
2003;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;106.09623907103826;µg/m3;NABEL (BAFU & Empa)
2004;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;86.05040232240437;µg/m3;NABEL (BAFU & Empa)
2005;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;88.55070991847826;µg/m3;NABEL (BAFU & Empa)
2006;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;93.31328464673913;µg/m3;NABEL (BAFU & Empa)
2007;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;89.24250407608696;µg/m3;NABEL (BAFU & Empa)
2008;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;88.22380638586957;µg/m3;NABEL (BAFU & Empa)
2009;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;87.21220286885246;µg/m3;NABEL (BAFU & Empa)
2010;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;88.56133196721312;µg/m3;NABEL (BAFU & Empa)
2011;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;93.41300273224044;µg/m3;NABEL (BAFU & Empa)
2012;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;87.41947404371585;µg/m3;NABEL (BAFU & Empa)
2013;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;89.28392008196721;µg/m3;NABEL (BAFU & Empa)
2014;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;88.14630706521739;µg/m3;NABEL (BAFU & Empa)
2015;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;97.41772472677596;µg/m3;NABEL (BAFU & Empa)
2016;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;89.1633094262295;µg/m3;NABEL (BAFU & Empa)
2017;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;92.38084806629834;µg/m3;NABEL (BAFU & Empa)
2018;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;105.71321994535519;µg/m3;NABEL (BAFU & Empa)
2019;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;96.57286888586957;µg/m3;NABEL (BAFU & Empa)
2020;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;94.2041769125683;µg/m3;NABEL (BAFU & Empa)
2021;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;87.89751844262295;µg/m3;NABEL (BAFU & Empa)
2022;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;96.63492486338798;µg/m3;NABEL (BAFU & Empa)
2023;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;NA;µg/m3;NABEL (BAFU & Empa)
1984;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1985;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1986;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1987;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1988;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1989;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1990;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1991;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1992;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1993;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1994;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1995;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1996;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1997;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1998;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1999;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
2000;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
