year;site;site_long;siteclass;x;y;masl;pollutant;metric;parameter;concentration;unit;source
2018;8000_0130;Zürich - Limmatquai 18;städtisch - verkehrsbelastet;2683468;1247065;408;NO2;Jahresmittel;NO2;25.5;µg/m3;Ostluft
2019;8000_0130;Zürich - Limmatquai 18;städtisch - verkehrsbelastet;2683468;1247065;408;NO2;Jahresmittel;NO2;24.55;µg/m3;Ostluft
2020;8000_0130;Zürich - Limmatquai 18;städtisch - verkehrsbelastet;2683468;1247065;408;NO2;Jahresmittel;NO2;19.44;µg/m3;Ostluft
2021;8000_0130;Zürich - Limmatquai 18;städtisch - verkehrsbelastet;2683468;1247065;408;NO2;Jahresmittel;NO2;19.94;µg/m3;Ostluft
2022;8000_0130;Zürich - Limmatquai 18;städtisch - verkehrsbelastet;2683468;1247065;408;NO2;Jahresmittel;NO2;19.73;µg/m3;Ostluft
2023;8000_0130;Zürich - Limmatquai 18;städtisch - verkehrsbelastet;2683468;1247065;408;NO2;Jahresmittel;NO2;18;µg/m3;Ostluft
2024;8000_0130;Zürich - Limmatquai 18;städtisch - verkehrsbelastet;2683468;1247065;408;NO2;Jahresmittel;NO2;17.44;µg/m3;Ostluft
1994;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;37.03;µg/m3;Ostluft
1995;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1996;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1997;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1998;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1999;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;34.85;µg/m3;Ostluft
2000;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2001;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2002;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2003;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2004;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;31.88;µg/m3;Ostluft
2005;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2006;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;33.1386;µg/m3;Ostluft
2007;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2008;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;29.79984682;µg/m3;Ostluft
2009;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2010;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2011;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2012;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;27.55;µg/m3;Ostluft
2013;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2014;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2015;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2016;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2017;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2018;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2019;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2020;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;17.48;µg/m3;Ostluft
2021;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2022;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2023;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2024;8000_0280;Zürich - Eichbühlstrasse 43;städtisch - Hintergrund;2680891;1248575;410;NO2;Jahresmittel;NO2;14.39;µg/m3;Ostluft
1994;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;30.02;µg/m3;Ostluft
1995;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1996;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1997;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1998;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1999;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;29.13;µg/m3;Ostluft
2000;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2001;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2002;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2003;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2004;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;25.44;µg/m3;Ostluft
2005;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2006;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2007;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2008;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;24.50922234;µg/m3;Ostluft
2009;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2010;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2011;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2012;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;23.91;µg/m3;Ostluft
2013;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2014;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2015;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2016;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2017;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2018;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2019;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2020;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;16.33;µg/m3;Ostluft
2021;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2022;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2023;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2024;8000_0300;Zürich - Birchstrasse 579;städtisch - Hintergrund;2683286;1253365;435;NO2;Jahresmittel;NO2;13;µg/m3;Ostluft
1994;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;32.38;µg/m3;Ostluft
1995;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1996;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1997;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1998;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1999;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;30.99;µg/m3;Ostluft
2000;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2001;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2002;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2003;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2004;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;25.38;µg/m3;Ostluft
2005;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2006;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2007;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2008;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;25.38404792;µg/m3;Ostluft
2009;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2010;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2011;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2012;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;22.83;µg/m3;Ostluft
2013;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2014;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2015;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2016;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2017;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2018;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2019;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2020;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;14.51;µg/m3;Ostluft
2021;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2022;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2023;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2024;8000_0310;Zürich - Schulhaus Seefeld;städtisch - Hintergrund;2684361;1245800;415;NO2;Jahresmittel;NO2;12.22;µg/m3;Ostluft
1994;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;34.61;µg/m3;Ostluft
1995;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1996;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1997;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1998;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1999;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;35.89;µg/m3;Ostluft
2000;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2001;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2002;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2003;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2004;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;29.69;µg/m3;Ostluft
2005;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2006;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2007;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2008;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;27.99313885;µg/m3;Ostluft
2009;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2010;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2011;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2012;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;26.5;µg/m3;Ostluft
2013;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2014;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2015;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2016;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2017;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2018;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2019;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2020;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;17.6;µg/m3;Ostluft
2021;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2022;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2023;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2024;8000_0320;Zürich - Josefstrasse 175;städtisch - Hintergrund;2682051;1248830;405;NO2;Jahresmittel;NO2;13.56;µg/m3;Ostluft
1994;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;35.54;µg/m3;Ostluft
1995;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1996;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1997;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1998;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1999;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;36.01;µg/m3;Ostluft
2000;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2001;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2002;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2003;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2004;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;30.3;µg/m3;Ostluft
2005;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2006;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2007;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2008;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;30.30912699;µg/m3;Ostluft
2009;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2010;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2011;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2012;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;28.15;µg/m3;Ostluft
2013;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2014;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2015;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2016;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2017;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2018;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2019;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2020;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;18.56;µg/m3;Ostluft
2021;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2022;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2023;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2024;8000_0340;Zürich - Strandbad Mythenquai;städtisch - Hintergrund;2682801;1245500;410;NO2;Jahresmittel;NO2;14.7;µg/m3;Ostluft
1994;8000_0350;Zürich - Schulhaus Vogtsrain;städtisch - Hintergrund;2680081;1251965;495;NO2;Jahresmittel;NO2;30.87;µg/m3;Ostluft
1995;8000_0350;Zürich - Schulhaus Vogtsrain;städtisch - Hintergrund;2680081;1251965;495;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1996;8000_0350;Zürich - Schulhaus Vogtsrain;städtisch - Hintergrund;2680081;1251965;495;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1997;8000_0350;Zürich - Schulhaus Vogtsrain;städtisch - Hintergrund;2680081;1251965;495;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1998;8000_0350;Zürich - Schulhaus Vogtsrain;städtisch - Hintergrund;2680081;1251965;495;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
1999;8000_0350;Zürich - Schulhaus Vogtsrain;städtisch - Hintergrund;2680081;1251965;495;NO2;Jahresmittel;NO2;28.93;µg/m3;Ostluft
2000;8000_0350;Zürich - Schulhaus Vogtsrain;städtisch - Hintergrund;2680081;1251965;495;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2001;8000_0350;Zürich - Schulhaus Vogtsrain;städtisch - Hintergrund;2680081;1251965;495;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2002;8000_0350;Zürich - Schulhaus Vogtsrain;städtisch - Hintergrund;2680081;1251965;495;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2003;8000_0350;Zürich - Schulhaus Vogtsrain;städtisch - Hintergrund;2680081;1251965;495;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
