year;site;pollutant;type;value;relative Immission;reference_year
2018;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;10.021581500525272;0.8532397902417018;2015
2019;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;9.308391925800391;0.7925186632310667;2015
2020;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;8.447685755380565;0.7192379387994728;2015
2021;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;8.032777947200474;0.6839125910783902;2015
2022;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;7.679587883421323;0.6538419065343808;2015
2023;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;7.511243289317754;0.6395090084629811;2015
2024;Zch_Heubeeribüel;Stickoxide | Stickstoffdioxid;Trend;7.510333442400902;0.6394315438839178;2015
2013;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2014;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;gemessen;58.64379795054794;0.9748299995445076;2015
2015;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;gemessen;60.157974188268156;1;2015
2016;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;gemessen;57.374735594818944;0.9537345026822397;2015
2017;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;gemessen;56.156592285506846;0.93348542804585255;2015
2018;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;gemessen;50.85039205634349;0.8452809912980779;2015
2019;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;gemessen;51.428285452575345;0.8548872555386805;2015
2020;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;gemessen;41.05774671042896;0.6824988252087107;2015
2021;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;gemessen;39.07477765171348;0.6495361284844219;2015
2022;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;gemessen;34.800518196491716;0.5784855402141919;2015
2023;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;gemessen;32.395533363442304;0.5385077173985023;2015
2024;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;gemessen;29.577789244285714;0.4916686381712284;2015
2013;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2014;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;Trend;58.891185030508886;1.0276913608888656;2015
2015;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;Trend;57.30434960509255;1;2015
2016;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;Trend;56.41579479265249;0.9844941122521511;2015
2017;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;Trend;55.83696280140866;0.9743930990614806;2015
2018;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;Trend;54.6659690766356;0.953958459582229;2015
2019;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;Trend;53.18718565950287;0.9281526799629921;2015
2020;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;Trend;41.46114059655576;0.7235251928044075;2015
2021;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;Trend;38.10218527747541;0.6649091306341138;2015
2022;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;Trend;35.99058026314678;0.6280601823626379;2015
2023;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;Trend;34.28761011690618;0.5983421913553852;2015
2024;Zch_Rosengartenstrasse;Stickoxide | Stickstoffdioxid;Trend;32.89902604793937;0.5741104519056558;2015
1990;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;116.38808686086054;NA;2015
1991;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;125.08496775524927;NA;2015
1992;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;111.56760094227405;NA;2015
1993;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;104.5603442992068;NA;2015
1994;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;96.13442505889807;NA;2015
1995;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;92.34296128779006;NA;2015
1996;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;88.3739508584573;NA;2015
1997;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;90.81271399792244;NA;2015
1998;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;85.72383665242253;NA;2015
1999;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;81.35912045767124;NA;2015
2000;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;94.30361282266476;NA;2015
2001;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;71.52864603794444;NA;2015
2002;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;65.92846721407821;NA;2015
2003;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2004;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;67.21859519358543;NA;2015
2005;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2006;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;66.83801590358543;NA;2015
2007;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2008;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;63.79854227504202;NA;2015
2009;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2010;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;46.06044407935635;0.904579158298949;2015
2011;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;54.12252103758904;1.062909954599022;2015
2012;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;48.430190180008196;0.9511185040641932;2015
2013;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;51.9384195104011;1.020016474942177;2015
2014;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;49.263302270714284;0.967479957993756;2015
2015;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;50.919196685862744;1;2015
2016;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;48.56939561051912;0.9538523537627603;2015
2017;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;43.13402556971233;0.8471073460922863;2015
2018;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;40.23503205752909;0.7901741322776992;2015
2019;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;37.26428997915703;0.7318318513360035;2015
2020;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;30.906092351144068;0.6069634708067746;2015
2021;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;29.7947955020831;0.585138757901013;2015
2022;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;29.241360145252056;0.5742698637932491;2015
2023;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;23.095833791725212;0.45357812563719335;2015
2024;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;gemessen;23.459723925042614;0.46072454893138554;2015
1990;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;113.6685970317517;NA;2015
1991;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;112.72736157262545;NA;2015
1992;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;107.8476167960879;NA;2015
1993;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;102.67102726989417;NA;2015
1994;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;98.76607434749951;NA;2015
1995;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;94.81475255632606;NA;2015
1996;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;91.44651785586645;NA;2015
1997;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;89.91878106652257;NA;2015
1998;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;88.31026927952482;NA;2015
1999;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;87.27090833258912;NA;2015
2000;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;89.89062352213872;NA;2015
2001;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;77.08766375795244;NA;2015
2002;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;68.38363527698183;NA;2015
2003;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2004;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;65.91241515046971;NA;2015
2005;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2006;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;63.450238073140895;NA;2015
2007;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2008;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;59.30652797989484;NA;2015
2009;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2010;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;51.187676979671956;1.0662694570949145;2015
2011;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;50.34190124491284;1.048651450442966;2015
2012;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;49.21733167068424;1.0252260039267198;2015
2013;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;48.86862204082055;1.0179621769734828;2015
2014;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;48.475143777469185;1.0097657930194128;2015
2015;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;48.006323954110464;1;2015
2016;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;47.53898160857107;0.9902649837136848;2015
2017;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;44.46787596392004;0.9262920444903706;2015
2018;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;41.880102642341;0.8723872022022441;2015
2019;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;38.827276113511495;0.8087950277264871;2015
2020;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;34.51867249908224;0.7190442770014811;2015
2021;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;32.75042316018109;0.6822106019091864;2015
2022;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;31.6873611398858;0.660066393964594;2015
2023;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;30.520146661667358;0.6357526289836679;2015
2024;Zch_Schimmelstrasse;Stickoxide | Stickstoffdioxid;Trend;30.059194221866885;0.6261507181970578;2015
2003;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;gemessen;70.99019453711864;1.2937929918095163;2015
2004;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2005;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;gemessen;64.91386152854749;1.1830521054990888;2015
2006;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2007;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;gemessen;62.00752034689751;1.1300841727142303;2015
2008;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2009;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;gemessen;59.018728725882355;1.0756135845088897;2015
2010;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2015;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;gemessen;54.8698246060452;1;2015
2016;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;gemessen;NA;NA;2015
2003;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;Trend;69.66204770078502;1.2008624881955523;2015
2004;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2005;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;Trend;65.10452122353621;1.1222980077342;2015
2006;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2007;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;Trend;63.00267704527962;1.0860655696562693;2015
2008;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2009;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;Trend;60.168097481124775;1.0372019433238941;2015
2010;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
2015;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;Trend;58.01001229163304;1;2015
2016;Zch_Schwamendingen;Stickoxide | Stickstoffdioxid;Trend;NA;NA;2015
1990;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;82.34585286833334;2.408105605152446;2015
1991;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;74.22383292509804;2.170586882968122;2015
1992;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;71.54657055137884;2.092293559090287;2015
1993;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;62.56094743845304;1.8295197990246463;2015
1994;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;56.13174173687671;1.6415053969952054;2015
1995;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;54.3917406416741;1.5906211539595716;2015
1996;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;53.80210198911233;1.5733778794680329;2015
1997;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;53.50411604050281;1.564663638154015;2015
1998;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;49.46406070548493;1.4465170702517003;2015
1999;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;48.79106208847383;1.4268360336793349;2015
2000;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;44.64655798265374;1.305634986872997;2015
2001;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;41.178512635925415;1.2042161643400298;2015
2002;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;39.66237443858517;1.1598785229892434;2015
2003;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;46.08878824885511;1.347811279509291;2015
2004;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;40.372401118124294;1.1806424007954501;2015
2005;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;36.463804465043836;1.066340184221011;2015
2006;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;37.83048137819178;1.106307009754366;2015
2007;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;32.57680357493699;0.9526695098075043;2015
2008;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;34.78643740227933;1.0172875982674732;2015
2009;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;35.459881703602775;1.0369816683424775;2015
2010;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;33.91154368609066;0.9917023819089116;2015
2011;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;36.15954470043454;1.0574424726902367;2015
2012;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;33.11237960015028;0.9683317876682193;2015
2013;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;34.34916964516438;1.004500227681311;2015
2014;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;32.9568347922137;0.9637830665025844;2015
2015;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;34.19528308565206;1;2015
2016;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;31.70211777909315;0.9270903738298043;2015
2017;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;27.324426661147946;0.7990700528112591;2015
2018;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;25.332941796505494;0.7408314688622918;2015
2019;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;23.10828992367671;0.6757741956922907;2015
2020;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;20.27195270763014;0.5928289190311167;2015
2021;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;18.77940398470685;0.549181123538833;2015
2022;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;18.00718871851781;0.5265986151778173;2015
2023;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;15.190164889443835;0.44421813533157883;2015
2024;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;gemessen;14.809563328662088;0.4330878996254313;2015
1990;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;74.46351312658375;2.294110897932968;2015
1991;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;69.79176084970426;2.1501811078811177;2015
1992;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;66.55291910519156;2.0503971757137514;2015
1993;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;62.20952607238789;1.916583649166563;2015
1994;Zch_Stampfenbachstrasse;Stickoxide | Stickstoffdioxid;Trend;59.030269518638455;1.8186354487521839;2015
