empfindl. Ökosystem;Überschreitung Critical Load;Anteil an Ökosystem-Gesamtfläche
Flachmoore;25.519878;0.967503692762186
Flachmoore;25.570526;0.968242245199409
Flachmoore;25.646736;0.968980797636632
Flachmoore;25.662567;0.969719350073855
Flachmoore;25.669003;0.970457902511078
Hochmoore;25.688534;0.965648854961832
Hochmoore;25.722633;0.969465648854962
Flachmoore;25.795467;0.971196454948301
Flachmoore;25.823574;0.971935007385524
Flachmoore;25.851349;0.972673559822747
Flachmoore;25.85707;0.97341211225997
Wald;25.941967;0.97228144989339
Flachmoore;26.079483;0.974150664697193
Flachmoore;26.310863;0.974889217134417
Flachmoore;26.742054;0.97562776957164
Flachmoore;26.750122;0.976366322008863
Flachmoore;26.857014;0.977104874446086
Flachmoore;27.014492;0.977843426883309
Wald;27.121956;0.974413646055437
Hochmoore;27.197853;0.973282442748092
Flachmoore;27.32658;0.978581979320532
Wald;27.454079;0.976545842217484
Flachmoore;27.596668;0.979320531757755
Flachmoore;27.628372;0.980059084194978
Flachmoore;27.668217;0.980797636632201
Flachmoore;27.98367;0.981536189069424
Wald;28.462889;0.978678038379531
Flachmoore;28.469772;0.982274741506647
Flachmoore;28.58125;0.98301329394387
Flachmoore;28.61417;0.983751846381093
Wald;28.695202;0.980810234541578
Flachmoore;28.820454;0.984490398818316
Hochmoore;28.962955;0.977099236641221
Wald;29.02005;0.982942430703625
Flachmoore;29.020142;0.985228951255539
Hochmoore;29.103428;0.980916030534351
Wald;29.179043;0.985074626865672
Wald;29.620037;0.987206823027719
Wald;29.664444;0.989339019189765
Flachmoore;29.70465;0.985967503692762
Hochmoore;29.73135;0.984732824427481
Flachmoore;29.922527;0.986706056129985
Flachmoore;29.945396;0.987444608567208
Flachmoore;30.483974;0.988183161004431
Wald;30.548113;0.991471215351812
Flachmoore;30.751194;0.988921713441654
Flachmoore;30.92012;0.989660265878877
Flachmoore;31.174995;0.9903988183161
Flachmoore;31.368927;0.991137370753324
Flachmoore;31.604122;0.991875923190547
Hochmoore;31.908203;0.988549618320611
Wald;32.096107;0.993603411513859
Hochmoore;32.687096;0.99236641221374
Flachmoore;32.81384;0.99261447562777
Flachmoore;32.849476;0.993353028064993
Flachmoore;32.972347;0.994091580502216
Flachmoore;33.426254;0.994830132939439
Flachmoore;33.574448;0.995568685376662
Wald;34.042656;0.995735607675906
Wald;34.094463;0.997867803837953
Flachmoore;34.910103;0.996307237813885
Flachmoore;34.913223;0.997045790251108
Flachmoore;35.24545;0.997784342688331
Flachmoore;35.725513;0.998522895125554
Hochmoore;36.305912;0.99618320610687
Wald;36.53397;1
Hochmoore;37.337955;1
Flachmoore;38.209408;0.999261447562777
Flachmoore;40;1
